title,rank,meta,rating
Beneath the Undertow,#2754,"Chinese Drama - 2025, 19 episodes",7.7
Chaser Game W2: Utsukushiki Tennyotachi,#2755,"Japanese Drama - 2024, 8 episodes",7.7
Queen Woo,#2756,"Korean Drama - 2024, 8 episodes",7.7
Dear Missy,#2757,"Chinese Drama - 2020, 36 episodes",7.7
Dream to You,#2758,"Korean Drama - 2026, 12 episodes",7.7
Cinderella and the Four Knights,#2759,"Korean Drama - 2016, 16 episodes",7.7
Bureau of Transformer,#2760,"Chinese Drama - 2019, 24 episodes",7.7
Forensic Heroes Season 3,#2761,"Hong Kong Drama - 2011, 30 episodes",7.7
I'm the Most Beautiful Count,#2762,"Thai Drama - 2025, 13 episodes",7.7
Insect Detective Season 2,#2763,"Chinese Drama - 2024, 26 episodes",7.7
Kieta Hatsukoi Special,#2764,"Japanese Special - 2021, 1 episodes",7.7
My Love from Another Star,#2765,"Thai Drama - 2019, 16 episodes",7.7
Ren Yu,#2766,"Chinese Drama - 2026, 22 episodes",7.7
Wacko at Law,#2767,"Taiwanese Drama - 2020, 15 episodes",7.7
Shadow,#2768,"Thai Drama - 2023, 14 episodes",7.7
Rosy Business,#2769,"Hong Kong Drama - 2009, 25 episodes",7.7
My Lonely Planet,#2770,"Chinese Drama - 2020, 24 episodes",7.7
An Lian Shi Ke Xing Xing Tang,#2771,"Chinese Drama - 2025, 100 episodes",7.7
Lingering in Mind,#2772,"Chinese Drama - 2025, 92 episodes",7.7
The Science of Falling in Love,#2773,"Chinese Drama - 2023, 24 episodes",7.7
The Glory of Tang Dynasty,#2774,"Chinese Drama - 2017, 60 episodes",7.7
Koko wa Ima kara Rinri desu,#2775,"Japanese Drama - 2021, 8 episodes",7.7
The Day I Loved You,#2776,"Filipino Drama - 2023, 10 episodes",7.7
Heart of Greed,#2777,"Hong Kong Drama - 2007, 40 episodes",7.7
The Great Show,#2778,"Korean Drama - 2019, 16 episodes",7.7
Once upon a Time... in My Heart,#2779,"Thai Drama - 2016, 12 episodes",7.7
49 Days with a Merman,#2780,"Taiwanese Drama - 2022, 14 episodes",7.7
Young Blood Season 2,#2781,"Chinese Drama - 2023, 27 episodes",7.7
Galileo Season 2,#2782,"Japanese Drama - 2013, 11 episodes",7.7
To Get Her,#2783,"Chinese Drama - 2019, 30 episodes",7.7
Three Dads,#2784,"Japanese Drama - 2017, 10 episodes",7.7
Maid's Revenge:  Special Fang Tian Yi,#2785,"Chinese Special - 2022, 3 episodes",7.7
Tokyo Joshi Zukan,#2786,"Japanese Drama - 2016, 11 episodes",7.7
Oops! I'm in Jail,#2787,"Taiwanese Drama - 2025, 12 episodes",7.7
Summerdaze,#2788,"Singaporean Special - 2018, 1 episodes",7.7
The Story of Xing Fu,#2789,"Chinese Drama - 2022, 40 episodes",7.7
Listening Snow Tower,#2790,"Chinese Drama - 2019, 56 episodes",7.7
Our Skyy 2: A Boss and a Babe,#2791,"Thai Special - 2023, 2 episodes",7.7
The Village: Achiara's Secret,#2792,"Korean Drama - 2015, 16 episodes",7.7
My Personal Weatherman,#2793,"Japanese Drama - 2023, 8 episodes",7.7
Hanazakari no Kimitachi e Special,#2794,"Japanese Drama - 2008, 1 episodes",7.7
Dr. Chocolate,#2795,"Japanese Drama - 2023, 10 episodes",7.7
Ugly Duckling Series: Don't,#2796,"Thai Drama - 2015, 7 episodes",7.7
Mr. Heart Special,#2797,"Korean Special - 2020, 1 episodes",7.7
Age of Rebellion,#2798,"Taiwanese Drama - 2018, 15 episodes",7.7
Eye Love You,#2799,"Japanese Drama - 2024, 10 episodes",7.7
Kamen Rider Black,#2800,"Japanese Drama - 1987, 51 episodes",7.7
The Life of the White Fox,#2801,"Chinese Drama - 2019, 24 episodes",7.7
Return,#2802,"Korean Drama - 2018, 34 episodes",7.7
Cherry Blossoms after Winter,#2803,"Korean Drama - 2022, 8 episodes",7.7
S&X,#2804,"Japanese Drama - 2026, 7 episodes",7.7
Two Weeks,#2805,"Japanese Drama - 2019, 10 episodes",7.7
Samurai Gourmet,#2806,"Japanese Drama - 2017, 12 episodes",7.7
Homesick,#2807,"Chinese Drama - 2022, 12 episodes",7.7
"Freeter, Ie o Kau.",#2808,"Japanese Drama - 2010, 10 episodes",7.7
Miss Mystery,#2809,"Chinese Drama - 2023, 24 episodes",7.7
Oshi ga Budokan Ittekuretara Shinu,#2810,"Japanese Drama - 2022, 10 episodes",7.7
Remnants of Gold,#2811,"Chinese Drama - 2026, 13 episodes",7.7
A Breeze of Love,#2812,"Korean Drama - 2023, 8 episodes",7.7
Sweet Revenge Season 2,#2813,"Korean Drama - 2018, 32 episodes",7.7
My First Love,#2814,"Korean Drama - 2018, 10 episodes",7.7
The Night of the Comet Season 2,#2815,"Chinese Drama - 2020, 20 episodes",7.7
Parallel Love,#2816,"Chinese Drama - 2020, 24 episodes",7.7
To Be with You,#2817,"Chinese Drama - 2019, 65 episodes",7.7
I Will Teach You Love,#2818,"Korean Drama - 2010, 1 episodes",7.7
Healer of Children,#2819,"Chinese Drama - 2020, 44 episodes",7.7
Dating Class,#2820,"Korean Drama - 2019, 16 episodes",7.7
Road Number One,#2821,"Korean Drama - 2010, 20 episodes",7.7
Unforgettable Love: Extra Story,#2822,"Chinese Special - 2021, 1 episodes",7.7
"Hold On, My Lady",#2823,"Chinese Drama - 2021, 12 episodes",7.7
The Duke of Mount Deer,#2824,"Hong Kong Drama - 2000, 42 episodes",7.7
Cute Programmer,#2825,"Chinese Drama - 2021, 30 episodes",7.7
A Thousand Goodnights,#2826,"Taiwanese Drama - 2019, 20 episodes",7.7
Ya Boy Kongming!,#2827,"Japanese Drama - 2023, 10 episodes",7.7
Undefeated,#2828,"Thai Special - 2021, 1 episodes",7.7
Shotai,#2829,"Japanese Drama - 2022, 4 episodes",7.7
FAKE MOTION: Takkyu no Osho,#2830,"Japanese Drama - 2020, 8 episodes",7.7
Iryu Team Medical Dragon  4,#2831,"Japanese Drama - 2014, 11 episodes",7.7
Zenkamono,#2832,"Japanese Drama - 2021, 6 episodes",7.7
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,#2833,"Japanese Drama - 2017, 10 episodes",7.7
Smile Code,#2834,"Chinese Drama - 2024, 34 episodes",7.7
The Fallen Leaf,#2835,"Thai Drama - 2019, 21 episodes",7.7
Chasing in the Wild,#2836,"Filipino Drama - 2024, 19 episodes",7.7
My School President: Super Special Episode,#2837,"Thai Drama - 2023, 1 episodes",7.7
The Sand Princess,#2838,"Thai Drama - 2019, 14 episodes",7.7
Bright Eyes in the Dark,#2839,"Chinese Drama - 2023, 40 episodes",7.7
Payback: Money and Power,#2840,"Korean Drama - 2023, 12 episodes",7.7
King Maker: The Change of Destiny,#2841,"Korean Drama - 2020, 21 episodes",7.7
Lady of Law,#2842,"Chinese Drama - 2022, 40 episodes",7.7
The Perfect Match,#2843,"Taiwanese Drama - 2017, 22 episodes",7.7
Secret Love Affair,#2844,"Korean Drama - 2014, 16 episodes",7.7
The Confidence,#2845,"Chinese Drama - 2020, 40 episodes",7.7
Niini no Koto wo Wasurenaide,#2846,"Japanese Special - 2009, 1 episodes",7.7
The Flame's Daughter,#2847,"Chinese Drama - 2018, 52 episodes",7.7
A Suffocatingly Lonely Death,#2848,"Japanese Drama - 2024, 10 episodes",7.7
Roommates of Poongduck 304,#2849,"Korean Drama - 2022, 8 episodes",7.7
"Marry Me, or Not?",#2850,"Taiwanese Drama - 2015, 15 episodes",7.7
Shooting Stars,#2851,"Chinese Drama - 2024, 34 episodes",7.7
Love of My Life,#2852,"Japanese Drama - 2006, 10 episodes",7.7
The Big Boss,#2853,"Chinese Drama - 2017, 18 episodes",7.7
Justice,#2854,"Korean Drama - 2019, 32 episodes",7.7
Please Don't Spoil Me Season 3,#2855,"Chinese Drama - 2022, 24 episodes",7.7
Nakark Kaew,#2856,"Thai Drama - 2018, 23 episodes",7.7
Yuru Camp△,#2857,"Japanese Drama - 2020, 12 episodes",7.7
Room No. 9,#2858,"Korean Drama - 2018, 16 episodes",7.7
GTO: New Year Special! Winter Break with A Hot-Blooded Class,#2859,"Japanese Special - 2013, 1 episodes",7.7
Blue Flame Assault,#2860,"Chinese Drama - 2022, 33 episodes",7.7
The Condor Heroes 95,#2861,"Hong Kong Drama - 1995, 32 episodes",7.7
Enjiya,#2862,"Japanese Drama - 2021, 6 episodes",7.7
Suishou no Kodou,#2863,"Japanese Drama - 2016, 5 episodes",7.7
Me no Doku Sugiru Shokuba no Futari,#2864,"Japanese Drama - 2022, 25 episodes",7.7
The Stranded,#2865,"Thai Drama - 2019, 7 episodes",7.7
Cops 'n Robbers,#2866,"Japanese Drama - 2018, 10 episodes",7.7
Judge vs. Judge,#2867,"Korean Drama - 2017, 32 episodes",7.7
Introverted Boss,#2868,"Korean Drama - 2017, 16 episodes",7.7
Let’s Talk about Chu,#2869,"Taiwanese Drama - 2024, 8 episodes",7.7
You Ta Shi Kong,#2870,"Chinese Drama - 2025, 65 episodes",7.7
The Revenge,#2871,"Thai Drama - 2021, 12 episodes",7.7
Autumn Cicada,#2872,"Chinese Drama - 2020, 49 episodes",7.7
My Page in the 90s,#2873,"Chinese Drama - 2026, 24 episodes",7.7
Chihayafuru: Tsunagu,#2874,"Japanese Drama - 2018, 5 episodes",7.7
Reverse,#2875,"Japanese Drama - 2017, 10 episodes",7.7
No Way Out: The Roulette,#2876,"Korean Drama - 2024, 8 episodes",7.7
The Lost Tomb Pilot,#2877,"Chinese Special - 2015, 2 episodes",7.7
Bromance: Special,#2878,"Taiwanese Special - 2016, 1 episodes",7.7
Moon in the Day,#2879,"Korean Drama - 2023, 14 episodes",7.7
The Temperature of Language: Our Nineteen,#2880,"Korean Drama - 2020, 16 episodes",7.7
The Leaked,#2881,"Thai Drama - 2020, 3 episodes",7.7
Moonshine and Valentine,#2882,"Chinese Drama - 2018, 25 episodes",7.7
Beloved,#2883,"Chinese Drama - 2025, 16 episodes",7.7
Ming Dynasty,#2884,"Chinese Drama - 2019, 64 episodes",7.7
The Legend of Hao Lan,#2885,"Chinese Drama - 2019, 62 episodes",7.7
Sweet First Love,#2886,"Chinese Drama - 2020, 24 episodes",7.7
Fell upon Me,#2887,"Chinese Drama - 2025, 22 episodes",7.7
Romantic,#2888,"Chinese Drama - 2023, 22 episodes",7.7
Phetra Naruemit,#2889,"Thai Drama - 2023, 17 episodes",7.7
DNA Says Love You,#2890,"Taiwanese Drama - 2022, 12 episodes",7.7
"Alice, the Final Weapon",#2891,"Korean Drama - 2022, 8 episodes",7.7
Count Your Lucky Stars,#2892,"Chinese Drama - 2020, 34 episodes",7.7
High School Chorus,#2893,"Japanese Drama - 2015, 10 episodes",7.7
The Unclouded Soul,#2894,"Chinese Drama - 2025, 40 episodes",7.7
Love Unexpected,#2895,"Chinese Drama - 2021, 24 episodes",7.7
The Plough Department of Song Dynasty,#2896,"Chinese Drama - 2019, 36 episodes",7.7
Detective Conan,#2897,"Japanese Drama - 2011, 13 episodes",7.7
Fence,#2898,"Japanese Drama - 2023, 5 episodes",7.7
Daughter of Lupin,#2899,"Japanese Drama - 2019, 11 episodes",7.7
Oi Handsome!,#2900,"Japanese Drama - 2022, 8 episodes",7.7
The King in Love,#2901,"Korean Drama - 2017, 40 episodes",7.7
To Be a Better Man,#2902,"Chinese Drama - 2016, 42 episodes",7.7
Autumn in My Heart,#2903,"Korean Drama - 2000, 16 episodes",7.7
Treasure at Dawn,#2904,"Chinese Drama - 2025, 30 episodes",7.7
Moonshine,#2905,"Korean Drama - 2021, 16 episodes",7.7
Never Forget Your Enemy,#2906,"Thai Drama - 2026, 8 episodes",7.7
Royal Upstart Season 2,#2907,"Chinese Drama - 2026, 28 episodes",7.7
Back for You,#2908,"Chinese Drama - 2025, 12 episodes",7.7
Sins of Kujo,#2909,"Japanese Drama - 2026, 10 episodes",7.7
Late Night Restaurant,#2910,"Korean Drama - 2015, 20 episodes",7.7
Fight for You,#2911,"Taiwanese Drama - 2025, 12 episodes",7.7
The Fearless,#2912,"Chinese Drama - 2023, 40 episodes",7.7
Two Husbands One Wife,#2913,"Japanese Drama - 2025, 11 episodes",7.7
Ban Shu Legend,#2914,"Chinese Drama - 2015, 42 episodes",7.7
My Romance From Far Away,#2915,"Thai Drama - 2022, 29 episodes",7.7
The Ghost Detective,#2916,"Korean Drama - 2018, 32 episodes",7.7
The Pork Cutlets,#2917,"Korean Drama - 2024, 2 episodes",7.7
How to Buy a Friend,#2918,"Korean Drama - 2020, 8 episodes",7.7
How to Hate You,#2919,"Korean Drama - 2019, 6 episodes",7.7
Tiger Cubs,#2920,"Hong Kong Drama - 2012, 13 episodes",7.7
"Yes, Her Majesty",#2921,"Chinese Drama - 2023, 20 episodes",7.7
CONNECTED: The Homebound Detective,#2922,"Japanese Special - 2022, 2 episodes",7.7
Our Skyy: Pete-Kao,#2923,"Thai Special - 2018, 1 episodes",7.7
I Have a Lover,#2924,"Korean Drama - 2015, 50 episodes",7.7
Nang Ai,#2925,"Thai Drama - 2016, 15 episodes",7.7
The King of Dramas,#2926,"Korean Drama - 2012, 18 episodes",7.7
"Guai Guai Ru Ju, He Shao Fang Si Jiao Chong",#2927,"Chinese Drama - 2025, 71 episodes",7.7
Inheritance Detective,#2928,"Japanese Drama - 2025, 10 episodes",7.7
Ossan's Love Returns Spin-off Drama: Haruta to Maki no Shinkon Shoya,#2929,"Japanese Special - 2024, 1 episodes",7.7
Double Me,#2930,"Thai Special - 2022, 1 episodes",7.7
My Grandpa Is a BL Writer,#2931,"Thai Drama - 2026, 12 episodes",7.7
"Hong Gil Dong, the Hero!",#2932,"Korean Drama - 2008, 24 episodes",7.7
Ms. Cupid in Love,#2933,"Chinese Drama - 2022, 24 episodes",7.7
Bakuage Sentai Boonboomger,#2934,"Japanese Drama - 2024, 48 episodes",7.7
My Fantastic Mrs Right Season 2,#2935,"Chinese Drama - 2020, 12 episodes",7.7
Love after School,#2936,"Korean Drama - 2017, 8 episodes",7.7
My Dangerous Wife,#2937,"Korean Drama - 2020, 16 episodes",7.7
Remembering Lichuan,#2938,"Chinese Drama - 2016, 38 episodes",7.7
I'm Home,#2939,"Japanese Drama - 2015, 10 episodes",7.7
A Lucid Dream,#2940,"Chinese Drama - 2024, 18 episodes",7.7
Daisuki!!,#2941,"Japanese Drama - 2008, 10 episodes",7.7
Go Back Lover,#2942,"Chinese Drama - 2024, 24 episodes",7.7
GTO: Autumn Demon Rampage Special,#2943,"Japanese Special - 2012, 1 episodes",7.7
Atsu Hime,#2944,"Japanese Drama - 2008, 50 episodes",7.7
Jin Sheng Yu Ni,#2945,"Chinese Drama - 2025, 60 episodes",7.7
The Greatest Teacher,#2946,"Japanese Drama - 2023, 10 episodes",7.7
A Warmed Up Love,#2947,"Japanese Drama - 2020, 10 episodes",7.7
Girl Rules,#2948,"Thai Drama - 2026, 12 episodes",7.7
My Troublesome Star,#2949,"Korean Drama - 2025, 12 episodes",7.7
Bitter Sweet Hell,#2950,"Korean Drama - 2024, 12 episodes",7.7
Mr. Fighting,#2951,"Chinese Drama - 2019, 45 episodes",7.7
Last Cinderella,#2952,"Japanese Drama - 2013, 11 episodes",7.7
Save the Last Dance for Me,#2953,"Korean Drama - 2004, 20 episodes",7.7
Stars Falling from the Sky,#2954,"Korean Drama - 2010, 20 episodes",7.7
Love Behind the Melody,#2955,"Chinese Drama - 2022, 24 episodes",7.7
See Her Again,#2956,"Chinese Drama - 2024, 18 episodes",7.7
Your Story,#2957,"Japanese Drama - 2015, 10 episodes",7.7
Time to Fall in Love,#2958,"Chinese Drama - 2022, 24 episodes",7.7
Demi Gods & Semi Devils,#2959,"Chinese Drama - 2003, 40 episodes",7.7
Love Is All,#2960,"Chinese Drama - 2020, 26 episodes",7.7
He's Expecting,#2961,"Japanese Drama - 2022, 8 episodes",7.7
Nice to Meet You,#2962,"Chinese Drama - 2019, 53 episodes",7.7
Miss the Dragon Special,#2963,"Chinese Special - 2021, 1 episodes",7.7
Shikaku Tantei Higurashi Tabito,#2964,"Japanese Special - 2015, 1 episodes",7.7
Brave Yoshihiko and the Demon's Key,#2965,"Japanese Drama - 2012, 11 episodes",7.7
ST Keishichou Kagaku Tokusou-han,#2966,"Japanese Special - 2013, 1 episodes",7.7
Adult Trainee,#2967,"Korean Drama - 2021, 7 episodes",7.7
The Heavenly Sword and Dragon Sabre,#2968,"Taiwanese Drama - 2002, 40 episodes",7.7
Duang Jai Akkanee,#2969,"Thai Drama - 2010, 10 episodes",7.7
U-Prince: T-Rex,#2970,"Thai Drama - 2016, 4 episodes",7.7
Kyojo 2,#2971,"Japanese Special - 2021, 2 episodes",7.7
Roommates of Poongduck 304 Special,#2972,"Korean Special - 2022, 1 episodes",7.7
Dark Hole,#2973,"Korean Drama - 2021, 12 episodes",7.7
Drama Stage Season 1: Anthology,#2974,"Korean Special - 2018, 1 episodes",7.7
Oh! My Emperor,#2975,"Chinese Drama - 2018, 21 episodes",7.7
Martial Universe Season 2,#2976,"Chinese Drama - 2018, 20 episodes",7.7
Song Huajai Nee Puea Tur,#2977,"Thai Drama - 2015, 12 episodes",7.7
9 Border,#2978,"Japanese Drama - 2024, 10 episodes",7.7
Roosevelt Game,#2979,"Japanese Drama - 2014, 9 episodes",7.7
The Cupids Series: Sorn Ruk Kammathep,#2980,"Thai Drama - 2017, 7 episodes",7.7
The Princess Royal Special,#2981,"Chinese Special - 2024, 1 episodes",7.7
The Glory of Tang Dynasty Season 2,#2982,"Chinese Drama - 2017, 32 episodes",7.7
Mist of Love,#2983,"Thai Drama - 2020, 14 episodes",7.7
The Trust,#2984,"Chinese Drama - 2023, 30 episodes",7.7
"Later, I Laughed",#2985,"Chinese Drama - 2024, 24 episodes",7.7
BL Drama no Shuen ni Narimashita: Crank Up Hen,#2986,"Japanese Drama - 2023, 3 episodes",7.7
Oretachi wa Abunakunai ~ Cool ni Saboru Keijitachi,#2987,"Japanese Drama - 2020, 8 episodes",7.7
Doctor on the Edge,#2988,"Korean Drama - 2026, 12 episodes",7.7
Satsui no Michinori,#2989,"Japanese Drama - 2020, 7 episodes",7.7
Nice Flight!,#2990,"Japanese Drama - 2022, 8 episodes",7.7
Daddy is My Classmate,#2991,"Japanese Drama - 2020, 7 episodes",7.7
Angel Beside Me,#2992,"Thai Drama - 2020, 12 episodes",7.7
Miss Truth,#2993,"Chinese Drama - 2020, 36 episodes",7.7
Aishiteiru to Ittekure,#2994,"Japanese Drama - 1995, 12 episodes",7.7
Winter Sonata,#2995,"Korean Drama - 2002, 20 episodes",7.7
Tokyo Bandwagon,#2996,"Japanese Drama - 2013, 10 episodes",7.7
Tokumei Sentai Go-Busters,#2997,"Japanese Drama - 2012, 50 episodes",7.7
Xiang Yan Hua Yi Yang Can Lan,#2998,"Chinese Drama - 2025, 60 episodes",7.7
Together with Me,#2999,"Thai Drama - 2017, 13 episodes",7.7
Perfect Mismatch,#3000,"Chinese Drama - 2023, 24 episodes",7.7
Hello Mr. Gu,#3001,"Chinese Drama - 2021, 30 episodes",7.7
Hikonin Sentai Akibaranger,#3002,"Japanese Drama - 2012, 13 episodes",7.7
Yamato Nadeshiko Shichi Henge,#3003,"Japanese Drama - 2010, 10 episodes",7.7
A Good Day to Be a Dog,#3004,"Korean Drama - 2023, 14 episodes",7.7
The Four,#3005,"Chinese Drama - 2015, 48 episodes",7.7
We Are All Alone,#3006,"Chinese Drama - 2020, 36 episodes",7.7
"Ms. Ma, Nemesis",#3007,"Korean Drama - 2018, 32 episodes",7.7
I Am the Years You Are the Stars,#3008,"Chinese Drama - 2021, 24 episodes",7.7
Dragon Sakura,#3009,"Japanese Drama - 2005, 11 episodes",7.7
Wise and Foolish,#3010,"Japanese Drama - 2015, 8 episodes",7.7
The Debut,#3011,"Thai Drama - 2021, 13 episodes",7.7
The Bangkok Boy,#3012,"Thai Drama - 2025, 12 episodes",7.7
You Raise Me Up,#3013,"Korean Drama - 2021, 8 episodes",7.7
Seal of Love,#3014,"Chinese Drama - 2022, 24 episodes",7.7
Siren’s Kiss,#3015,"Korean Drama - 2026, 12 episodes",7.7
Gasohug,#3016,"Thai Drama - 2016, 6 episodes",7.7
Playful Kiss YouTube Edition,#3017,"Korean Special - 2010, 7 episodes",7.7
Jiu Liu Overlord,#3018,"Chinese Drama - 2020, 36 episodes",7.7
Reverse 4 You,#3019,"Thai Drama - 2024, 8 episodes",7.7
Hirugao: Love Affairs in the Afternoon,#3020,"Japanese Drama - 2014, 11 episodes",7.7
Yutori Desu ga Nani ka,#3021,"Japanese Drama - 2016, 10 episodes",7.7
Love Is Deep,#3022,"Chinese Drama - 2019, 40 episodes",7.7
Embrace in the Dark Night,#3023,"Chinese Drama - 2024, 24 episodes",7.7
Cute Bodyguard,#3024,"Chinese Drama - 2022, 24 episodes",7.7
"Beautiful Love, Wonderful Life",#3025,"Korean Drama - 2019, 100 episodes",7.7
"Atypical Crime Investigator, Hinako Todo",#3026,"Japanese Drama - 2016, 9 episodes",7.7
Trace,#3027,"Chinese Drama - 2020, 36 episodes",7.7
My Dear Lady,#3028,"Chinese Drama - 2020, 16 episodes",7.7
Seigi no Mikata,#3029,"Japanese Drama - 2008, 10 episodes",7.7
Black Cinderella,#3030,"Japanese Drama - 2021, 8 episodes",7.7
Kakenai!?: Kyakuhonka Yoshimaru Keisuke no Sujigaki no Nai Seikatsu,#3031,"Japanese Drama - 2021, 8 episodes",7.7
Bayside Shakedown,#3032,"Japanese Drama - 1997, 11 episodes",7.7
Line Walker: The Prelude,#3033,"Hong Kong Drama - 2017, 30 episodes",7.7
A Better Life,#3034,"Chinese Drama - 2025, 36 episodes",7.7
Wake Up Ladies,#3035,"Thai Drama - 2018, 13 episodes",7.7
My Supernatural Power,#3036,"Chinese Drama - 2020, 26 episodes",7.7
The Imperial Coroner Special,#3037,"Chinese Special - 2022, 1 episodes",7.7
Destiny,#3038,"Chinese Drama - 2025, 24 episodes",7.7
Ima Ai ni Yukimasu,#3039,"Japanese Drama - 2005, 10 episodes",7.7
IS - Otoko Demo Onna Demo Nai Sei,#3040,"Japanese Drama - 2011, 10 episodes",7.7
The Legend of Anle,#3041,"Chinese Drama - 2023, 39 episodes",7.7
Shinzanmono,#3042,"Japanese Drama - 2010, 10 episodes",7.7
Affinity,#3043,"Chinese Drama - 2026, 40 episodes",7.7
Full House,#3044,"Korean Drama - 2004, 16 episodes",7.7
Manpuku,#3045,"Japanese Drama - 2018, 151 episodes",7.7
Rakshasa Street,#3046,"Chinese Drama - 2017, 24 episodes",7.7
Goodbye Ghosts!,#3047,"Japanese Drama - 2016, 9 episodes",7.7
A Hundred Memories,#3048,"Korean Drama - 2025, 12 episodes",7.7
The Origin of Eternity,#3049,"Chinese Drama - 2022, 23 episodes",7.7
The Black Swindler,#3050,"Japanese Drama - 2006, 11 episodes",7.7
"Dragon Day, You're Dead Season 2",#3051,"Chinese Drama - 2018, 20 episodes",7.7
Kidnapping Game,#3052,"Chinese Drama - 2020, 12 episodes",7.7
Love Class Season 2,#3053,"Korean Drama - 2023, 10 episodes",7.7
Schemes of a Beauty,#3054,"Chinese Drama - 2010, 40 episodes",7.7
23.5,#3055,"Thai Drama - 2024, 12 episodes",7.7
"Dear Doctor, I'm Coming for Soul",#3056,"Thai Drama - 2022, 12 episodes",7.7
Love Never Fails,#3057,"Chinese Drama - 2025, 40 episodes",7.7
Sword and Fairy 1,#3058,"Chinese Drama - 2024, 40 episodes",7.7
Hello Again!,#3059,"Taiwanese Drama - 2019, 16 episodes",7.7
Never Too Late,#3060,"Chinese Drama - 2022, 22 episodes",7.7
Jejoongwon,#3061,"Korean Drama - 2010, 36 episodes",7.7
My Golden Blood,#3062,"Thai Drama - 2025, 12 episodes",7.7
